urn,author,date
urn:cts:greekLit:tlg2151,"Praxagoras, Atheniensis, 4. Jh. n. Chr.",400 BCE
urn:cts:greekLit:tlg0372,"Praxilla, Sicyonia, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2335,"Praxion, Megarensis, v4. Jh",400 BCE
urn:cts:greekLit:tlg0089,"Praxiphanes, of Mytilene",400 BCE-300 BCE
urn:cts:greekLit:tlg1633,"Praxiteles, 4th cent. B.C",400 BCE
urn:cts:greekLit:tlg4014,"Priscianus, Lydus, 6th cent.",600 CE
urn:cts:greekLit:tlg2946,"Priscus, 5th cent.",500 CE
urn:cts:greekLit:tlg2641,Priscus Epicus,100 BCE-100 CE
urn:cts:greekLit:tlg2755,"Proclus, Saint, Patriarch of Constantinople, approximately 390-approximately 446",400 CE-500 CE
urn:cts:greekLit:tlg4036,Proclus,500 CE
urn:cts:greekLit:tlg4029,Procopius,600 CE
urn:cts:greekLit:tlg2598,"Procopius, of Gaza, ca. 475-ca.528",500 CE-600 CE
urn:cts:greekLit:tlg1634,"Prodicus, 5th cent B.C.",500 BCE
urn:cts:greekLit:tlg2300,"Promathidas, Heracleensis, um 250 v. Chr.",300 BCE
urn:cts:greekLit:tlg2548,"Promathion, Historicus, v3. Jh",300 BCE
urn:cts:greekLit:tlg0397,"Pronomus, Thebanus, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg2729,"Prorus, Cyrenaeus, v5. Jh",500 BCE
urn:cts:greekLit:tlg1790,Protagoras Nicaenus v3. Jh.,300 BCE
urn:cts:greekLit:tlg1635,Protagoras,500 BCE
urn:cts:greekLit:tlg1636,"Protagorides, Cyzicenus, 2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg1638,"Proxenus, Epirotes, 3 Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1914,"Psaon, Plataeus, v3. Jh",300 BCE
urn:cts:greekLit:tlg1605,Pseudo-Phocylides,100 CE/200 CE
urn:cts:greekLit:tlg1640,"Ptolemaeus, Epigrammaticus,",
urn:cts:greekLit:tlg1647,"Ptolemaeus, Mendesius,   ca. 1.Jh.n.Chr",100 CE
urn:cts:greekLit:tlg0363,"Ptolemy, 2nd cent.",200 CE
urn:cts:greekLit:tlg2798,Pseudo-Dionysius Areopagita,500-600 CE
urn:cts:greekLit:tlg1642,Pseudo-Ptolemaeus,200 CE
urn:cts:greekLit:tlg1643,"Ptolemaeus, Ascalonius, fl.1. Jh. v. Chr.-1. Jh.",100 CE
urn:cts:greekLit:tlg1814,Ptolemais Cyrenaeus v300-100,
urn:cts:greekLit:tlg1644,"Ptolemaeus, Chennus,  fl.1./2. Jh.",100 CE-200 CE
urn:cts:greekLit:tlg2693,"Ptolemy, III Euergetes, King of Egypt, d. 221 B.C.",400 BCE-300 BCE
urn:cts:greekLit:tlg0604,"Ptolemy, IV Philopator, King of Egypt, ca. 238 B.C.-ca. 205 B.C",300 BCE
urn:cts:greekLit:tlg1645,"Ptolemaeus, VIII,  Ägypten, König, v180-v116",200 BCE
urn:cts:greekLit:tlg1646,"Ptolemaeus, Megalopolitanus, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg2349,Pyrander Historicus,Unknown
urn:cts:greekLit:tlg1648,"Pyrgion, Historicus, ca. 3. Jh. n. Chr.",300 BCE
urn:cts:greekLit:tlg2563,Pyrrho Liparaeus ca. 2.Jh.n.Chr.,200 CE
urn:cts:greekLit:tlg2160,"Pyrrhus, King of Epirus, 318 B.C.-272 B.C",400 BCE-300 BCE
urn:cts:greekLit:tlg1649,"Pythaenetus, Historicus, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0632,Pythagoras,600 BCE-50 BCE
urn:cts:greekLit:tlg1651,"Pythermus, Ephesius, v3./2. Jh",300 BCE-200 BCE
urn:cts:greekLit:tlg2560,"Pythocles, Samius, Person der Antike",Unknown
urn:cts:greekLit:tlg0337,"Python, Tragicus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2046,"Quintus, Smyrnaeus, 4th cent.",400 CE
urn:cts:greekLit:tlg1068,Res Gestae Divi Augusti,100 CE
urn:cts:greekLit:tlg1653,"Rarus, Epigrammaticus, 5. Jh. n. Chr",500 CE
urn:cts:greekLit:tlg4321,Rhetorius Astrologus fl.6. Jh.,600 CE-700 CE
urn:cts:greekLit:tlg0219,"Rhianus, of Crete",300 BCE
urn:cts:greekLit:tlg1654,"Rhinton, Syracusanus, -285 v. Chr.",300 BCE
urn:cts:greekLit:tlg2881,"Romanus, Melodus, Saint, active 6th century","600 CE"
urn:cts:greekLit:tlg1656,Rufinus (Epigrammatist),Unknown
urn:cts:greekLit:tlg4041,"Rufinus, Domesticus, fl. 3. Jh.",Unknown
urn:cts:greekLit:tlg0564,"Rufus, of Ephesus",100 CE-200 CE
urn:cts:greekLit:tlg0721,Anonymi Medicia (0721...),100 CE-200 CE
urn:cts:greekLit:tlg0606,"Rufus, Perinthius, fl. 2. Jh. (Rufus, 2nd cent.?)",200 CE
urn:cts:greekLit:tlg2546,"Rutilius Rufus, P. (Publius), ca. 154-ca. 75 B.C",200 BCE-100 BCE
urn:cts:greekLit:tlg1745,"Tullius, Sabinus, 1 Jh. n. Chr.",100 BCE
urn:cts:greekLit:tlg2049,Sallustius,400 CE
urn:cts:greekLit:tlg1658,"Samus, Macedonius, 3 Jh. v Chr.",300 BCE
urn:cts:greekLit:tlg0501,"Sannyrion, Comicus 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0009,Sappho,600 BCE
urn:cts:greekLit:tlg1815,Sappho et Alcaeus Lyr.,600 BCE
urn:cts:greekLit:tlg1660,"Satyrus, Epigrammaticus, 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1659,"Satrius, Epigrammaticus, 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg0608,"Satyros, of Kallatis, 3rd cent. B.C.",300 BCE
urn:cts:greekLit:tlg2330,"Scamon, Mytilenensis, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg1662,"Sciras, Comicus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2163,"Scipio, Africanus, ca. 236-183 B.C",300 BCE-200 BCE
urn:cts:greekLit:tlg2164,"Scipio, Publius Cornelius, Nasica, 2. Jh. v. Chr",200 BCE
urn:cts:greekLit:tlg0353,Sclerias Trag.,Unknown
urn:cts:greekLit:tlg0296,"Carmina Convivalia Lyr./Pythermus, Teius",Varia
urn:cts:greekLit:tlg0065,"Scylax, of Caryanda, 6th cent. B.C.",600 BCE
urn:cts:greekLit:tlg0068,Psuedo-Scymnus,
urn:cts:greekLit:tlg0259,"Scythinus, Teius, 4 Jh. v Chr.",400 BCE
urn:cts:greekLit:tlg1521,"Secundus, of Athens, 2nd cent.",200 CE
urn:cts:greekLit:tlg0274,"Secundus, Tarentinus",100 CE
urn:cts:greekLit:tlg1810,"Seleucus Homericus, 1. Jh. n. Chr",100 CE
urn:cts:greekLit:tlg2524,"Seleucus, Emesenus, 3/4 Jh. n. Chr.",300 CE-400 CE
urn:cts:greekLit:tlg0209,"Seleucus, Lyricus, 2. Jh. v. Chr",200 BCE
urn:cts:greekLit:tlg0260,"Semonides, of Amorgos",700 BCE
urn:cts:greekLit:tlg2464,"Semeronius, Babylonius, Person der Antike",Unknown
urn:cts:greekLit:tlg1663,"Semus, Delius, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg1669,"Serapion, Astrologus , 2./1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1668,"Serapion, Epigrammaticus, ca. 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg1670,Serapion Antiochenus,200 CE-300 CE
urn:cts:greekLit:tlg3377,"Serapion, of Thmuis, Saint",400 CE
urn:cts:greekLit:tlg0347,"Serapion, Tragicus, 1 Jh. N. Chr.",100 CE
urn:cts:greekLit:tlg2055,"Serenus, Antinoensis",400 CE
urn:cts:greekLit:tlg1671,"Serenus, Gnomologus, ca. 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg0748,Severus Iatrosophista 2./4. Jh. n. Chr,200 CE-400 CE
urn:cts:greekLit:tlg2970,"Severus, Philosophus, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg4239,"Severus, Sophista, ca. 4. Jh. n. Chr.",400 CE
urn:cts:greekLit:tlg1666,"Sextus, Pythagoreus",100 CE-200 CE
urn:cts:greekLit:tlg0544,"Sextus, Empiricus",200 CE-300 CE
urn:cts:greekLit:tlg1820,"Seuthes, Astrologus, ca. 2.Jh.n.Chr",ante 200 CE
urn:cts:greekLit:tlg1970,"Silenus, Calactinus, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0603,Silenus Tragicus v2. Jh.,200 BCE-100 BCE
urn:cts:greekLit:tlg3113,Simeo Sethus,1100 CE
urn:cts:greekLit:tlg0211,"Simmias, of Rhodes, fl. 300 B.C.",300 BCE
urn:cts:greekLit:tlg1673,"Simmias, Thebanus, 5./4. Jh. v. Chr",500 BCE-400 BCE
urn:cts:greekLit:tlg2600,"Simon, Atheniensis",500 BCE-400 BCE
urn:cts:greekLit:tlg0261,"Simonides, ca. 556-467 B.C.",600 BCE-500 BCE
urn:cts:greekLit:tlg1906,Simonides Carystius,300 BCE-200 BCE
urn:cts:greekLit:tlg4013,"Simplicius, of Cilicia",600 CE
urn:cts:greekLit:tlg2245,Simus,400 BCE
urn:cts:greekLit:tlg0398,"Simylus, Comicus, 3./2. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1675,"Simylus, Elegiacus, 1. Jh. n. Chr",100 CE
urn:cts:greekLit:tlg2644,"Sminthes, Astronomus, ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg1678,"Socrates, Argivus, ca. 1. Jh. v. Chr",100 BCE
urn:cts:greekLit:tlgnone,"Socrates, Cous, Person der Antike",Unknown
urn:cts:greekLit:tlg1677,"Socrates, Epigrammaticus, Person der Antike",Unknown
urn:cts:greekLit:tlg1679,"Socrates, Rhodius, 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg2057,"Socrates, Scholasticus, approximately 379-approximately 440",400 CE-500 CE
urn:cts:greekLit:tlg0636,Socrates,500 BCE-400 BCE
urn:cts:greekLit:tlg,Socrates,500 BCE-400 BCE
urn:cts:greekLit:tlg1680,"Sodamus, Epigrammaticus, Person der Antike",before 300 CE
urn:cts:greekLit:tlg1786,"Sogenes, Comicus, Person der Antike",200 BCE
urn:cts:greekLit:tlg0263,"Solon, ca. 630-ca. 560 B.C.",700 BCE-600 BCE
urn:cts:greekLit:tlg1682,"Sopater, Paphius, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg2031,"Sopatros, 4th cent.",400 CE
urn:cts:greekLit:tlg1683,"Sophaenetus, Stymphalicus, 5./4. Jh. v. Chr",500 BCE-400 BCE
urn:cts:greekLit:tlg0502,"Sophilus, Comicus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg0011,Sophocles,500 BCE
urn:cts:greekLit:tlg0326,"Sophocles, Iunior, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg4030,Sophonias,1300 CE-1400 CE
urn:cts:greekLit:tlg0524,"Sophron, ca. 470-400 B.C.",500 BCE
urn:cts:greekLit:tlg4042,"Sophronius, Saint, Patriarch of Jerusalem, approximately 560-approximately 638",600 CE-700 CE
urn:cts:greekLit:tlg0565,"Soranus, of Ephesus",100 CE-200 CE
urn:cts:greekLit:tlg2481,"Sosander, Periegeta, ca. 1.Jh.v.Chr",100 BCE
urn:cts:greekLit:tlg1685,"Sosibius, Lacon, 3/2 Jh. v Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0503,"Sosicrates, Comicus, ca. 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1687,"Sosicrates, Rhodius,  2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg1748,"Soigenes, Tarsensis, 200 BCE?",200 BCE
urn:cts:greekLit:tlg0504,"Sosipater, Comicus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0338,"Sosiphanes, Syracusanus, 357/356 - 313/312 v. Chr.",400 BCE
urn:cts:greekLit:tlg0340,"Sositheus, Tragicus, 3 Jh. v Chr.",300 BCE
urn:cts:greekLit:tlg2568,"Sosthenes, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg1688,"Sostratus, Historicus, 1 Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1689,"Sosylus, Lacedaemonius, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg0505,"Sotades, Comicus, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg1691,Sotades,300 BCE
urn:cts:greekLit:tlg0587,"Sotion, Paradoxographuas, 1./2. Jh. n. Chr.",100 CE-200 CE
urn:cts:greekLit:tlg2048,"Sozomenus, approximately 400-approximately 450",500 CE
urn:cts:greekLit:tlg1692,Speusippus,400 BCE
urn:cts:greekLit:tlg1693,"Sphaerus, Borysthenius, 285 v. Chr.-221 v. Chr./Sphaerus, Historicus, Person der Antike",300 BCE
urn:cts:greekLit:tlg1846,"Spintharus, Tragicus, 5./4. Jh.",500 BCE-400 BCE
urn:cts:greekLit:tlg0077,Stadiasmus magni maris,
urn:cts:greekLit:tlg2182,"Staphylus, Naucratites, 3/2 Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg1694,"Statyllius, Flaccus,1 Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg0506,"Stephanus, Comicus, 4/3 Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0724,"Stephanus, of Athens",600 CE-700 CE
urn:cts:greekLit:tlg9019,"Stephanus, of Alexandria",700 CE
urn:cts:greekLit:tlg9020,"Stephanus, Grammaticus, fl.12. Jh.",1200 CE
urn:cts:greekLit:tlg4028,"Stephanos, ho Byzantios, 6th cent.",600 CE
urn:cts:greekLit:tlgnone,"Stesiclides, Atheniensis, 2./1. Jh.",200 BCE-100 BCE
urn:cts:greekLit:tlg0292,Stesichorus,700 BCE-600 BCE
urn:cts:greekLit:tlg0981,Stesichorus Iunior ca. 4. Jh,400 BCE
urn:cts:greekLit:tlg1923,"Stesimbrotus, Thasius, fl.5 Jh. v Chr.",500 BCE
urn:cts:greekLit:tlg0315,"Sthenelus, Tragicus, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg1695,"Sthenidas, Philosophus, 3. Jh. v. Chr./2. Jh. n. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg2037,Stobaeus,500 CE
urn:cts:greekLit:tlg0099,Strabo,100 BCE-100 CE
urn:cts:greekLit:tlg0507,"Straton, Comicus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1697,"Straton, of Sardis",100 BCE-200 CE
urn:cts:greekLit:tlg1696,"Straton, of Lampsacus,",400 BCE-300 BCE
urn:cts:greekLit:tlg1963,"Straton, Historicus,",200 CE
urn:cts:greekLit:tlg2645,Stratonicus Atheniensis ca. v5./4. Jh.,500 BCE-400 BCE
urn:cts:greekLit:tlg0508,"Strattis, Comicus,um 410/375 v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg1760,"Suetonius, ca. 69-ca. 122",100 CE-200 CE
urn:cts:greekLit:tlg9010,Suidas (Lexicographer),1000 CE
urn:cts:greekLit:tlg2416,"Suidas, Thessalius, 4./3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg1761,"Sulpicius, Maximus, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg0264,"Susarion, Comicus,  6./5. Jh. v. Chr.",600 BCE-500 BCE
urn:cts:greekLit:tlg1769,"Symmachus, Interpres Veteris Testamenti, 2./3. Jh. n. Chr.",200 CE-300 CE
urn:cts:greekLit:tlg4324,"Synesius,  Alchemista, 4. Jh. n. Chr.",400 CE
urn:cts:greekLit:tlg2006,"Synesius, of Cyrene, Bishop of Ptolemais",400 CE-500 CE
urn:cts:greekLit:tlg4043,"Synesius, Scholasticus, ca. 6. Jh",600 CE
urn:cts:greekLit:tlg3045,"Synkellos, Geōrgios",800 CE-900 CE
urn:cts:greekLit:tlg4017,Syrianus,400 CE-500 CE
urn:cts:greekLit:tlg1766,"Tatian, approximately 120-173 (Tatianus)",200 CE
urn:cts:greekLit:tlg0510,"Teleclides, Comicus,  5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2264,"Telephanes, Historicus, ca. 3.Jh.n.Chr",300 CE
urn:cts:greekLit:tlg1698,"Telephus, Pergamenus, 2. Jh",200 CE
urn:cts:greekLit:tlg1699,"Teles, Megarenesis",300 BCE
urn:cts:greekLit:tlg2211,"Telesarchus, Historicus, v3./2. J",300 BCE-200 BCE
urn:cts:greekLit:tlg0369,"Telesilla, Argiva, 5 Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0377,"Telestes, Selinuntius, 5/4 Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg0299,Terpander,700 BCE
urn:cts:greekLit:tlg2679,Testament of Solomon,300 CE
urn:cts:greekLit:tlg1703,"Teucer, Babylonius, 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg1704,"Teucer, Cyzicenus, 1 Jh. v. Chr.",100 CE
urn:cts:greekLit:tlg2288,"Teupaulus, Eleus, Person der Antike",Unknown
urn:cts:greekLit:tlg1705,"Thales, ca. 634-ca. 546 B.C.",700 BCE-600 BCE
urn:cts:greekLit:tlgnone,"Thaletas, Musicus, um. 665 v. chr.",700 BCE
urn:cts:greekLit:tlg1707,"Thallus, Antonius, 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg1706,"Thallus, Historicus, ca. 1./2. Jh",100 CE-200 CE
urn:cts:greekLit:tlg1708,"Theaetetus, Cyrenaeus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg4044,Theaetetus Scholasticus fl.6. Jh,600 CE
urn:cts:greekLit:tlg1709,"Theagenes, Historicus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2275,Theagenes Rheginus,600 BCE
urn:cts:greekLit:tlg1710,"Theages, Philosophus, 5./3. Jh. v. Chr.",500 BCE-300 BCE
urn:cts:greekLit:tlg0054,Theano,post 400 BCE
urn:cts:greekLit:tlg1712,Thebaïs,
urn:cts:greekLit:tlg1713,"Themison, Historicus, ca. 3 Jh. V. Chr.",300 BCE
urn:cts:greekLit:tlg1088,"Themison, Laodicensis, 1. Jh. v. Chr./1. Jh. n. Chr.",200 BCE-100 BCE
urn:cts:greekLit:tlg2001,Themistius,400 CE
urn:cts:greekLit:tlg0055,"Themistocles,ca. 524-ca. 459 B.C. (attributed author)",600 BCE-500 BCE
urn:cts:greekLit:tlg1924,"Themistogenes, Syracusanus, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg1947,"Theoclius, Historicus, 3./4. Jh. n. Chr",300 CE-400 CE
urn:cts:greekLit:tlg0206,"Theocles, Lyricus, 4/3 Jh. v Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0005,Theocritus,400 BCE-300 BCE
urn:cts:greekLit:tlg5038,Scholia in Theocritum,Varia
urn:cts:greekLit:tlg1714,Theocritus Chius,400 BCE
urn:cts:greekLit:tlg1928,"Theodectes, Historicus, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0329,"Theodectes,  Phaselinus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg4089,"Theodoret, Bishop of Cyrrhus (Theodoretus Cyrrhensis)",400 CE-500 CE
urn:cts:greekLit:tlg2125,"Theodoretus, Grammaticus, 4. Jh. n. Chr",400 CE
urn:cts:greekLit:tlg1715,"Theodoridas, Syracusanus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2237,"Theodorus, Cyrenaeus",500 BCE
urn:cts:greekLit:tlg1716,"Theodorus, Epigrammaticus, 4.-3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg1717,"Theodorus, Bithynius, 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg2570,"Theodorus, of Gadara, active 33 B.C.",100 BCE
urn:cts:greekLit:tlg2150,Theodorus Historicus,100 BCE
urn:cts:greekLit:tlg1892,"Theodorus, Iliensis, ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg4045,"Theodorus, Illustrius, fl.6. Jh.",600 CE
urn:cts:greekLit:tlg2161,"Theodorus, Rhodius,",300 BCE
urn:cts:greekLit:tlg1904,"Theodorus, Samothracenus, ca. 2.Jh.n.Chr",200 CE
urn:cts:greekLit:tlg0611,Theodorus Tragicus,200 BCE
urn:cts:greekLit:tlg4135,"Theodore, Bishop of Mopsuestia, approximately 350-428 or 429",400 CE-500 CE
urn:cts:greekLit:tlg2020,"Theodosius, of Alexandria, the grammarian",400 CE
urn:cts:greekLit:tlg1719,"Theodosius, active 1st century B.C.",150 BCE-50 BCE
urn:cts:greekLit:tlg1770,"Theodotion, Interpres Veteris Testamenti, fl.2. Jh.",200 CE
urn:cts:greekLit:tlg2778,"Theodotus, Bishop of Ancyra, -approximately 445",500 CE
urn:cts:greekLit:tlg0511,"Theognetus, Comicus, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg0002,Theognis,600 BCE-500 BCE
urn:cts:greekLit:tlg0313,"Theognis, Tragicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2367,"Theognis, Rhodius, 3 Jh. n. Chr.",300 BCE
urn:cts:greekLit:tlg3128,"Theognostus, Grammaticus, fl.9. Jh.",900 CE
urn:cts:greekLit:tlg1723,"Theolytus, Methymnaeus, ca. 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2033,"Theon, of Alexandria, fl. 364",400 CE
urn:cts:greekLit:tlg0607,"Theon, Aelius, 1st cent.",100 CE-200 CE
urn:cts:greekLit:tlg1838,"Theon, Grammaticus, ca. v1. Jh. / 1. Jh.",100 BCE-100 CE
urn:cts:greekLit:tlg1092,"Theon, Gymnasiarcha, fl.125",200 CE
urn:cts:greekLit:tlg1724,"Theon, of Smyrna",100 CE-200 CE
urn:cts:greekLit:tlg4046,"Theophanes, the Confessor, d. ca. 818",900 CE
urn:cts:greekLit:tlg1981,"Theophanes, Mytilenensis, fl.1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1725,"Theophilus, Saint, active 2nd century (Theophilus Antiochenus)",200 CE
urn:cts:greekLit:tlg0512,"Theophilus, 4th cent. B.C.",400 BCE
urn:cts:greekLit:tlg4250,Theophilus Grammaticus v3. Jh.,300 BCE
urn:cts:greekLit:tlg2203,"Theophilus, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg0093,Theophrastus,400 BCE-300 BCE
urn:cts:greekLit:tlg3130,"Simocatta, Theophylactus",600 CE-700 CE
urn:cts:greekLit:tlg0513,"Theopompus, Comicus, 5./4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg0566,"Theopompus, of Chios",400 BCE
urn:cts:greekLit:tlg1726,"Theopompus, Colophonius, ca. 4. Jh. v. Chr.",Unknown
urn:cts:greekLit:tlg4047,"Theosebeia, Epigrammatica, 5. Jh. n. Chr",500 CE
urn:cts:greekLit:tlg1727,"Theotimus, Historicus, v2. Jh",200 BCE?
urn:cts:greekLit:tlg1728,Theseus Historicus 1. Jh,100 CE
urn:cts:greekLit:tlg0301,Thespis Tragicus,600 BCE
urn:cts:greekLit:tlg1004,Thessalus Trallianus ca. 1. Jh.,100 CE
urn:cts:greekLit:tlg2198,"Theudius Magnes v4. Jh.",400 BCE
urn:cts:greekLit:tlg0816,Theudotus Tragicus v1. Jh.,100 BCE
urn:cts:greekLit:tlg4048,"Thomas, Patricius",900 CE-1000 CE
urn:cts:greekLit:tlg4049,"Thomas, Scholasticus,  fl.6. Jh.",600 CE
urn:cts:greekLit:tlg2231,Thrasyalces,500 BCE-400 BCE
urn:cts:greekLit:tlg1762,"Thrasyllus, Alexandrinus",100 CE
urn:cts:greekLit:tlg2428,"Thrasyllus, -36",100 CE
urn:cts:greekLit:tlg1729,"Thrasymachus, Chalcedonius, fl.2. Hälfte d. 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0003,Thucydides,500 BCE
urn:cts:greekLit:tlg5039,Scholia in Thucydidem,
urn:cts:greekLit:tlg0514,"Thugenides, Comicus, 5 Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1730,"Thyillus, Epigrammaticus, 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1731,"Thymocles, Epigrammaticus, ca. 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg2601,"Tiberius, Rhetor",300 CE-400 CE
urn:cts:greekLit:tlg2126,"Tiberius, Illustrius, 4/5 Jh. n. Chr.",400 CE-500 CE
urn:cts:greekLit:tlg2602,"Timaeus, the Sophist",400 CE
urn:cts:greekLit:tlg1733,"Timaeus, of Tauromenium, ca. 356-260 B.C",400 BCE-300 BCE
urn:cts:greekLit:tlg1734,"Timaeus, of Locri",300 BCE-200 BCE
urn:cts:greekLit:tlg1105,Timaeus Praxidas,200 BCE
urn:cts:greekLit:tlg1918,"Timagenes, Alexandrinus, um 55/30 v. Chr.",100 BCE
urn:cts:greekLit:tlg4396,Timagetus,400 BCE
urn:cts:greekLit:tlg2268,"TImagoras, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg0889,Timesitheus Tragicus Person der Antike,Unknown
urn:cts:greekLit:tlg1960,Timochares Historicus v2. Jh.,200 BCE
urn:cts:greekLit:tlg1735,"Timon, of Phlius, ca. 320-ca. 230 B.C.",400 BCE-300 BCE
urn:cts:greekLit:tlg0515,"Timocles, Comicus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg0333,Timocles Tragicus v4. Jh.,400 BCE
urn:cts:greekLit:tlg0265,"Timocreon, Ialysius, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg2697,"Timolaus, Rhetor,",400 BCE
urn:cts:greekLit:tlg2533,"Timolaus, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg2509,"Timomachus, Historicus, v4./3. Jh",400 BCE-300 BCE
urn:cts:greekLit:tlg1736,"Timonax, Historicus, v4./3. Jh",400 BCE-300 BCE
urn:cts:greekLit:tlg2386,"Timonides, Leucadius, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0516,"Timostratus, Comicus,  2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg0517,"Timotheus, Comicus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0376,"Timotheus, of Miletus",500 BCE-400 BCE
urn:cts:greekLit:tlg0467,Timotheus Tragicus v4. Jh.,400 BCE
urn:cts:greekLit:tlg2449,"Timotheus, Gazaeus, fl.5./6. Jh.",500 CE-600 CE
urn:cts:greekLit:tlg2213,"Timotheus, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg1793,"Timoxenus, Comicus,",200 BCE
urn:cts:greekLit:tlg1737,Titanomachia,800 BCE-600 BCE
urn:cts:greekLit:tlg1738,Tragica Adespota,
urn:cts:greekLit:tlg1739,"Trajan, Emperor of Rome, 53-117",100 CE-200 CE
urn:cts:greekLit:tlg2656,Trichas,700 CE
urn:cts:greekLit:tlg2127,Troilus Sidonius,400 CE-500 CE
urn:cts:greekLit:tlg4236,Trophonius,600 CE
